id,a0,a1,a2,a3,a4,a5
cero,12.3158,252.811,30.0526,0,-1,0
cero,14.5,264.869,32.0833,0,-1,0
cero,14.5132,42.0366,33.979,0,-1,0
cero,13.8462,76.7791,33.2308,0,-1,0
cero,12.0909,227.371,39.0038,0,-1,0
cero,13.4511,73.888,41.9856,0,-1,0
cero,13.2857,169.94,45.9643,0,-1,0
cero,12.5703,22.4639,36.1215,0,-1,0
cero,13.4706,164.566,58.5319,0,-1,0
cero,14.2258,171.227,42.1331,0,-1,0
cero,12.6,18.4332,34.175,0,-1,0
cero,13.5556,68.9044,58.8148,0,-1,0
cero,12.6364,302.328,69.3712,0,-1,0
cero,14.7016,15.0965,43.1307,0,-1,0
cero,13.6415,95.3931,62.9835,0,-1,0
cero,13.6472,285.529,70.9824,0,-1,0
cero,13.6738,305.542,56.114,0,-1,0
cero,13.9326,37.0189,32.1989,0,-1,0
cero,12.9,221.96,41.45,0,-1,0
cero,13.186,213.667,45.8401,0,-1,0
cero,14.5898,197.532,56.5997,0,-1,0
cero,14.7902,239.951,46.3848,0,-1,0
cero,15,59.7049,31.875,0,-1,0
cero,12.2554,139.568,39.0284,0,-1,0
cero,12.871,42.0026,30.3266,0,-1,0
cero,12.904,6.62197,32.7682,0,-1,0
cero,12.8644,55.0679,76.6123,0,-1,0
cero,11.9412,355.342,62.0025,0,-1,0
cero,13.2162,345.831,58.7601,0,-1,0
cero,13.8466,46.2073,66.51,0,-1,0
cero,11.55,242.233,43.1125,0,-1,0
cero,11.8427,189.068,69.0914,0,-1,0
cero,13.56,50.2177,66.69,0,-1,0
cero,13.6296,135.764,39.3027,0,-1,0
cero,13,177.063,33.3333,0,-1,0
cero,13.8707,143.919,31.3173,0,-1,0
cero,13.5455,305.981,43.0947,0,-1,0
cero,13.625,155.686,56.7604,0,-1,0
cero,13.4686,94.8661,58.7293,0,-1,0
cero,14.1612,137.694,71.3671,0,-1,0
cero,13.3125,8.44893,74.5313,0,-1,0
cero,13.75,267.296,87.0625,0,-1,0
cero,12.6364,332.601,44.1856,0,-1,0
cero,11.1818,45.9175,30.2045,0,-1,0
cero,12.2108,6.42413,46.2519,0,-1,0
cero,13.2391,291.85,96.9619,0,-1,0
cero,13.9412,66.8506,62.6691,0,-1,0
cero,13.4118,26.8802,44.9412,0,-1,0
cero,12.5198,327.727,41.468,0,-1,0
cero,12.6647,9.42104,55.6335,0,-1,0
cero,12.289,188.765,60.055,0,-1,0
cero,11.25,172.596,33.25,0,-1,0
cero,13.9524,355.091,67.3353,0,-1,0
cero,15.0583,354.641,74.3042,0,-1,0
cero,13.3333,79.9946,38.8889,0,-1,0
cero,13.0186,100.423,67.2415,0,-1,0
cero,13.2353,10.8505,56.0809,0,-1,0
cero,12.84,357.605,32.245,0,-1,0
cero,12.5745,40.8323,51.2154,0,-1,0
cero,13.6637,91.2697,66.6568,0,-1,0
cero,13.4449,141.454,34.1804,0,-1,0
cero,13.5234,103.302,50.8662,0,-1,0
cero,13.5902,166.739,35.1936,0,-1,0
cero,12.493,314.552,34.1391,0,-1,0
cero,11,33.0305,32.3333,0,-1,0
cero,12.15,355.792,48.0125,0,-1,0
cero,13.4914,7.58816,41.1142,0,-1,0
cero,12.3606,239.514,31.7007,0,-1,0
cero,14.9748,48.4769,35.6918,0,-1,0
cero,13.2273,329.817,64.9205,0,-1,0
cero,12.1304,49.5841,45.0109,0,-1,0
cero,12.1837,197.666,46.023,0,-1,0
