id,a0,a1,a2,a3,a4
0, 13.1984,55.5481,36.8267,0,-1,0
0, 12.5038,194.23,30.1026,0,-1,0
0, 13.0588,357.835,30.5294,0,-1,0
0, 11.6842,72.1589,30.0526,0,-1,0
0, 13.5405,139.754,38.2196,0,-1,0
0, 13.1053,200.691,37.6447,0,-1,0
0, 14.1111,48.7211,33.6713,0,-1,0
0, 13.6154,131.334,37.4135,0,-1,0
0, 12.328,199.372,34.3496,0,-1,0
0, 13.5252,142.999,31.6426,0,-1,0
0, 12.9741,76.9086,34.9665,0,-1,0
0, 13.0909,85.1563,42.7273,0,-1,0
0, 11.75,249.52,33.0417,0,-1,0
0, 13.3846,171.974,30.6923,0,-1,0
0, 10.7143,176.838,30.4821,0,-1,0
0, 12.2093,140.683,38.0262,0,-1,0
0, 13.2877,115.298,47.0948,0,-1,0
0, 14.3333,90.9951,32.0417,0,-1,0
0, 12.0612,73.1381,32.0025,0,-1,0
0, 11.841,106.423,33.8756,0,-1,0
0, 14.6767,85.2027,34.3921,0,-1,0
0, 12.7778,84.8159,34.2269,0,-1,0
0, 12.6316,37.4301,31.2105,0,-1,0
0, 12.021,308.219,30.0001,0,-1,0
0, 13.8387,47.6515,38.4556,0,-1,0
0, 16.1634,85.6132,38.2429,0,-1,0
0, 14.5425,26.9056,35.8197,0,-1,0
0, 14.2899,176.203,46.3956,0,-1,0
0, 13.2222,189.718,30.5602,0,-1,0
0, 11.8378,97.0506,53.027,0,-1,0
0, 11.9362,143.812,35.0027,0,-1,0
0, 13.725,60.9837,35.7112,0,-1,0
0, 12.8,198.681,30.2667,0,-1,0
0, 15.0508,185.729,34.4609,0,-1,0
0, 13.5,110.85,31.75,0,-1,0
0, 14.3596,341.836,33.2121,0,-1,0
0, 14.8,194.685,42.2667,0,-1,0
0, 11.9091,61.2366,31.0038,0,-1,0
0, 15.0292,73.0665,40.7988,0,-1,0
0, 12,195.381,39,0,-1,0
0, 15.1814,189.135,39.0771,0,-1,0
0, 13.1818,77.4269,34.6402,0,-1,0
0, 16.4118,312.624,35.5956,0,-1,0
0, 11.4,73.9702,33.2,0,-1,0
0, 14.3537,85.9595,52.0024,0,-1,0
0, 14.52,241.169,33.205,0,-1,0
0, 13.6667,192.718,46.7361,0,-1,0
0, 14.5306,187.575,41.9913,0,-1,0
0, 13.5614,178.588,36.886,0,-1,0
0, 12.36,278.449,30.045,0,-1,0
0, 12.5557,334.187,31.5556,0,-1,0
0, 13.115,164.049,37.7322,0,-1,0
0, 14.0781,164.146,33.5591,0,-1,0
0, 15,320.49,35,0,-1,0
0, 11.9124,157.415,34.0053,0,-1,0
0, 14.3333,6.57894,54.4028,0,-1,0
0, 14.6137,197.793,38.6958,0,-1,0
0, 12.4364,282.094,42.1293,0,-1,0
0, 13.8054,50.8688,38.9029,0,-1,0
0, 13.2165,107.756,33.4051,0,-1,0
0, 12.7895,210.386,36.3289,0,-1,0
0, 15.6,18.7219,39.6,0,-1,0
0, 11.6667,238.092,33.0833,0,-1,0
0, 13.5777,228.187,32.3013,0,-1,0
0, 13.0473,202.329,36.6874,0,-1,0
0, 12.9231,283.087,30.3077,0,-1,0
0, 13.8387,177.83,32.4556,0,-1,0
0, 15,65.3532,43.375,0,-1,0
0, 13.4118,324.829,37.9412,0,-1,0
0, 15.0761,209.963,35.1147,0,-1,0
0, 12.5449,248.351,32.1396,0,-1,0
0, 14,122.677,33.3333,0,-1,0
0, 12.6667,314.229,41.2222,0,-1,0
0, 12.8163,153.719,38.2295,0,-1,0
0, 15.3158,215.924,32.9013,0,-1,0
0, 13.4877,59.3022,35.5538,0,-1,0
0, 12.1579,227.122,36.0132,0,-1,0
0, 12.2903,238.375,32.0363,0,-1,0
0, 13.7931,243.976,38.4025,0,-1,0
0, 12.4566,306.654,40.0955,0,-1,0
0, 13.8422,112.945,31.6467,0,-1,0
0, 14.52,45.6024,35.205,0,-1,0
0, 12.3529,60.5324,32.0588,0,-1,0
0, 16.065,191.961,51.0167,0,-1,0
0, 14.0526,157.609,31.1118,0,-1,0
0, 12.6365,17.7503,37.6227,0,-1,0
0, 14.083,300.108,43.4447,0,-1,0
0, 11.4255,285.503,31.2154,0,-1,0
0, 12.6667,236.337,42.2222,0,-1,0
0, 15.3176,4.4363,33.6296,0,-1,0
0, 18,271.656,42.2227,0,-1,0
0, 13.56,117.67,33.845,0,-1,0
0, 13.2514,199.335,48.6919,0,-1,0
0, 13.5517,275.949,37.9698,0,-1,0
0, 12.6959,313.575,34.4761,0,-1,0
0, 13.2632,345.831,32.8421,0,-1,0
0, 13.3333,99.5387,30.8889,0,-1,0
0, 14.7692,83.9647,44.7692,0,-1,0
0, 13.2857,89.7254,31.6429,0,-1,0
0, 13.7368,64.8994,30.7961,0,-1,0
0, 12.6667,238.491,35.2222,0,-1,0
0, 14.0233,353.36,41.4448,0,-1,0
0, 12.1915,282.561,34.0239,0,-1,0
0, 13.2222,79.1412,31.5602,0,-1,0
0, 15.0192,138.061,34.7765,0,-1,0
0, 13.6364,39.9554,45.6364,0,-1,0
0, 12.2093,249.444,31.0262,0,-1,0
0, 12.4,136.601,31.0667,0,-1,0
0, 11.4787,288.368,34.1279,0,-1,0
0, 13.7132,17.8133,49.8163,0,-1,0
0, 14.6699,148.234,43.1533,0,-1,0
0, 12.2903,156.805,32.0363,0,-1,0
0, 12.9988,282.185,31.9319,0,-1,0
0, 15.5174,278.117,36.322,0,-1,0
0, 14.9209,35.6404,37.2615,0,-1,0
0, 12.1765,332.61,35.0147,0,-1,0
0, 12.7241,332.92,30.2112,0,-1,0
0, 13.0588,192.077,36.5294,0,-1,0
0, 14.4783,134.508,33.962,0,-1,0
0, 13.9029,134.876,40.4771,0,-1,0
0, 12.5676,265.754,33.1655,0,-1,0
0, 12.891,200.726,35.4279,0,-1,0
0, 12.9686,76.8709,31.9636,0,-1,0
0, 13.3902,5.26614,51.1006,0,-1,0
0, 14.0639,195.594,41.1937,0,-1,0
0, 12.8919,81.4155,35.4088,0,-1,0
0, 13.9286,261.243,35.4464,0,-1,0
0, 13.1461,97.0452,32.6336,0,-1,0
0, 12.517,311.091,31.1155,0,-1,0
0, 12.5122,185.04,31.1494,0,-1,0
0, 14.5862,22.1603,36.694,0,-1,0
0, 13.7315,259.319,33.3307,0,-1,0
0, 13.1739,346.534,31.4402,0,-1,0
0, 12.7333,236.6,42.3361,0,-1,0
0, 12.6315,224.487,34.3121,0,-1,0
0, 13.2439,325.589,36.8811,0,-1,0
0, 13.0588,39.0042,36.5294,0,-1,0
0, 14.7273,222.479,33.2727,0,-1,0
0, 15.5989,277.175,33.9916,0,-1,0
0, 11.8889,127.418,31.0046,0,-1,0
0, 13.5271,34.6748,34.6427,0,-1,0
0, 13.4255,82.4594,43.5824,0,-1,0
0, 13.0645,173.235,34.4879,0,-1,0
0, 14.5556,313.898,33.4491,0,-1,0
0, 12.5556,291.631,30.1157,0,-1,0
0, 15.0892,165.548,41.3957,0,-1,0
0, 13.3398,127.166,35.0786,0,-1,0
0, 14.3077,322.003,32.9231,0,-1,0
0, 12.3333,253.416,30.0556,0,-1,0
0, 14.5,89.744,34.0833,0,-1,0
0, 14.7857,231.187,38.0179,0,-1,0
0, 14.0869,129.622,41.855,0,-1,0
0, 12.8852,28.4187,31.8507,0,-1,0
0, 16.0949,178.634,36.5041,0,-1,0
0, 13.6364,5.19923,30.8182,0,-1,0
0, 13.9286,70.1512,31.4464,0,-1,0
0, 12.9375,308.881,30.3906,0,-1,0
0, 14.25,20.9494,40.25,0,-1,0
0, 13.9091,114.898,46.2273,0,-1,0
0, 13.6141,13.5434,32.4554,0,-1,0
0, 13.2759,209.046,42.2033,0,-1,0
0, 12.8182,73.6971,30.3068,0,-1,0
0, 14.2312,303.08,45.4585,0,-1,0
0, 13.3636,8.00299,38.8523,0,-1,0
0, 13.2857,117.669,38.8036,0,-1,0
0, 14.4545,88.1766,36.8409,0,-1,0
0, 14.0088,20.2739,42.9211,0,-1,0
0, 15.1756,45.8638,42.5984,0,-1,0
0, 12.5294,293.082,30.1324,0,-1,0
0, 12.8919,70.6499,34.4088,0,-1,0
0, 14.4983,195.009,32.4766,0,-1,0
0, 13.7586,312.94,34.2457,0,-1,0
0, 13.2129,337.478,33.021,0,-1,0
0, 13.4444,198.31,37.7824,0,-1,0
0, 13.2,92.8351,35.6,0,-1,0
0, 13.1565,57.5265,35.2967,0,-1,0
0, 13.75,127.576,33.0208,0,-1,0
0, 12.1473,340.756,30.3824,0,-1,0
0, 12.8847,269.557,34.8768,0,-1,0
0, 13.2857,333.11,36.8036,0,-1,0
0, 15.6108,320.88,40.8444,0,-1,0
0, 13.1379,284.246,34.5215,0,-1,0
0, 14.457,189.176,34.0447,0,-1,0
0, 14.2,66.4715,42.0167,0,-1,0
0, 13.1061,234.156,32.924,0,-1,0
0, 13.7552,146.551,32.2716,0,-1,0
0, 12.8194,40.0044,32.0706,0,-1,0
0, 14.7778,2.77683,35.8935,0,-1,0
0, 12.3846,308.821,36.0801,0,-1,0
0, 13.469,136.64,56.4486,0,-1,0
0, 13.2507,242.595,33.7683,0,-1,0
0, 17.9173,149.832,39.8898,0,-1,0
0, 13.7092,224.339,43.1879,0,-1,0
0, 13.5192,51.2302,34.26,0,-1,0
0, 11.8846,245.433,37.0096,0,-1,0
0, 12.8824,144.276,30.3676,0,-1,0
0, 13.4083,93.2881,31.5998,0,-1,0
0, 14,255.884,34.6667,0,-1,0
0, 11.6512,192.985,37.0727,0,-1,0
0, 13.7586,115.622,38.2457,0,-1,0
0, 14.1349,236.143,40.9971,0,-1,0
0, 13.0419,162.203,33.8306,0,-1,0
0, 13.25,131.991,37.5208,0,-1,0
0, 13.4516,61.9057,32.9073,0,-1,0
0, 13.125,345.441,39.5625,0,-1,0
0, 12.5676,344.233,35.1655,0,-1,0
0, 12.3913,37.2427,30.0489,0,-1,0
0, 12.8298,350.776,45.4495,0,-1,0
0, 14.1216,267.566,36.9058,0,-1,0
0, 13.0909,146.185,35.3636,0,-1,0
0, 12.3659,96.7376,32.0762,0,-1,0
0, 12.8824,184.639,31.3676,0,-1,0
0, 14.7768,278.295,36.5583,0,-1,0
0, 13.2111,13.5904,39.4135,0,-1,0
0, 13.6433,139.464,33.1816,0,-1,0
0, 13,22.0834,40.5,0,-1,0
0, 14.7764,330.377,52.2259,0,-1,0
0, 12.8,180.276,33.2667,0,-1,0
0, 13.32,170.282,30.605,0,-1,0
0, 13.6,175.645,32.0667,0,-1,0
0, 12.4286,60.264,34.0893,0,-1,0
0, 12.3907,60.0902,35.7757,0,-1,0
0, 14.4545,4.29738,31.8409,0,-1,0
0, 14.7143,241.693,34.1488,0,-1,0
0, 12.871,213.783,33.3266,0,-1,0
0, 13.9286,268.905,41.4464,0,-1,0
0, 12.8,268.069,30.2667,0,-1,0
0, 14.659,283.062,34.5848,0,-1,0
0, 13.0645,49.1445,34.4879,0,-1,0
0, 13.5517,215.473,31.9698,0,-1,0
0, 13.8674,217.54,41.7912,0,-1,0
0, 13.25,26.0019,38.5208,0,-1,0
0, 12.1195,284.648,33.0065,0,-1,0
0, 14.9435,57.2429,32.6726,0,-1,0
0, 14.6129,287.672,45.9395,0,-1,0
0, 12.84,159.001,30.245,0,-1,0
0, 13.7694,351.381,40.2049,0,-1,0
0, 13.5723,101.723,34.2736,0,-1,0
0, 13.0714,181.778,35.4464,0,-1,0
0, 11.5714,202.745,33.0893,0,-1,0
0, 14.4783,59.9349,34.962,0,-1,0
0, 13.7966,303.766,41.7384,0,-1,0
0, 12.0784,12.9641,33.6302,0,-1,0
0, 12.5172,104.367,38.1078,0,-1,0
0, 14.7653,124.482,35.7633,0,-1,0
0, 12.8824,24.4108,33.3676,0,-1,0
0, 14.1746,110.284,31.7515,0,-1,0
0, 14.2945,357.805,52.3146,0,-1,0
0, 15,130.132,39.875,0,-1,0
0, 13.2371,0.284031,30.602,0,-1,0
0, 15,87.826,35.375,0,-1,0
0, 15.421,312.7,37.3415,0,-1,0
0, 12.7778,1.17176,32.2269,0,-1,0
0, 14.5,159.009,35.0833,0,-1,0
0, 13.7697,203.349,32.5841,0,-1,0
0, 13.1431,289.139,34.0379,0,-1,0
0, 12.6364,51.3888,31.1856,0,-1,0
0, 12.4737,308.409,30.0592,0,-1,0
0, 14.3195,38.8076,33.9724,0,-1,0
0, 13.5,342.368,47.625,0,-1,0
0, 13.5324,303.223,34.1404,0,-1,0
0, 14.5541,285.079,36.6489,0,-1,0
0, 12.7216,266.422,32.4786,0,-1,0
0, 14.9998,255.529,38.7507,0,-1,0
0, 14.254,232.999,50.3012,0,-1,0
0, 12.8462,256.512,33.3878,0,-1,0
0, 14.5256,123.942,32.942,0,-1,0
0, 14.0881,257.132,39.3284,0,-1,0
0, 14.5385,276.913,41.3269,0,-1,0
0, 14.8403,306.357,33.5324,0,-1,0
0, 13.6399,312.095,35.2114,0,-1,0
0, 14.0915,316.244,32.7184,0,-1,0
0, 13.6875,333.351,39.2656,0,-1,0
0, 14.3844,135.87,35.1117,0,-1,0
0, 13.4697,186.572,32.3099,0,-1,0
0, 13.6234,9.35341,34.3911,0,-1,0
0, 11.8235,248.836,30.0147,0,-1,0
0, 13.5212,336.154,42.3222,0,-1,0
0, 12.2857,348.22,30.0476,0,-1,0
0, 12.7143,241.053,38.2976,0,-1,0
0, 13.4444,21.2963,30.7824,0,-1,0
0, 12.6923,245.547,32.1731,0,-1,0
0, 13.1972,184.868,30.8383,0,-1,0
0, 13.6169,198.69,31.9438,0,-1,0
0, 13,143.411,34.4167,0,-1,0
0, 15.5444,277.011,42.2789,0,-1,0
0, 13,222.543,30.2917,0,-1,0
0, 13,25.1237,38.5417,0,-1,0
0, 11.0769,233.687,32.3077,0,-1,0
0, 11.2979,336.688,37.3218,0,-1,0
0, 14.1134,72.1321,33.6014,0,-1,0
0, 12.6642,115.445,31.2207,0,-1,0
0, 14.0526,93.0914,45.2237,0,-1,0
0, 13.5,222.93,40,0,-1,0
0, 12.3061,2.63787,37.0638,0,-1,0
0, 14.3077,178.421,34.9231,0,-1,0
0, 13.9091,14.148,32.6705,0,-1,0
0, 13.1818,172.657,31.6402,0,-1,0
0, 15.2426,286.372,41.3686,0,-1,0
0, 12.7059,330.581,40.2353,0,-1,0
0, 11.6154,127.034,33.0801,0,-1,0
0, 13.3916,29.7634,42.9922,0,-1,0
0, 14.6836,177.679,50.5902,0,-1,0
0, 13.1739,218.606,30.4402,0,-1,0
0, 13.5,345.073,32,0,-1,0
0, 12.2446,153.46,39.571,0,-1,0
0, 12.5514,347.929,45.2783,0,-1,0
0, 13.7586,300.401,36.2457,0,-1,0
0, 13.5593,70.4684,36.7528,0,-1,0
0, 11.6821,111.031,33.0471,0,-1,0
0, 14.1667,179.588,43.3472,0,-1,0
0, 13.25,319.079,34.5208,0,-1,0
0, 13,220.757,31.5,0,-1,0
0, 13.875,359.721,33.5625,0,-1,0
0, 14.2035,281.949,39.2689,0,-1,0
0, 13.8947,155.4,45.8947,0,-1,0
0, 12.4054,152.02,30.0845,0,-1,0
0, 13.3636,133.315,33.8523,0,-1,0
0, 14.3684,225.656,33.4803,0,-1,0
0, 14.3571,115.111,38.1607,0,-1,0
0, 14.1864,77.4304,34.3057,0,-1,0
0, 13.1379,138.628,30.5215,0,-1,0
0, 13.3256,62.5431,41.0494,0,-1,0
0, 14.5509,348.944,35.3465,0,-1,0
0, 13.866,125.68,35.3119,0,-1,0
0, 13.5,168.26,32.875,0,-1,0
0, 14.8019,294.72,36.2243,0,-1,0
0, 12.1071,183.243,31.0089,0,-1,0
0, 13.6667,48.2422,32.0417,0,-1,0
0, 13.9168,238.998,34.1614,0,-1,0
0, 13.5714,20.8886,33.7202,0,-1,0
0, 13.9612,306.396,38.5848,0,-1,0
0, 12.8462,346.157,34.3878,0,-1,0
0, 14.0853,173.651,37.1244,0,-1,0
0, 13.6667,80.8958,34.0417,0,-1,0
0, 13.9714,342.949,36.8893,0,-1,0
0, 14.61,53.2481,36.0585,0,-1,0
0, 11.0455,273.307,30.5568,0,-1,0
0, 13.5108,94.279,35.2236,0,-1,0
0, 11.5116,240.798,30.1424,0,-1,0
0, 12.9375,193.415,34.3906,0,-1,0
0, 14.8442,143.052,37.5015,0,-1,0
0, 13.5,240.47,35.75,0,-1,0
0, 12.75,238.33,32.25,0,-1,0
0, 13,48.2573,33.4583,0,-1,0
0, 14.3333,315.569,33.0417,0,-1,0
0, 14.04,165.343,32.445,0,-1,0
0, 12.5294,179.225,30.1324,0,-1,0
0, 13.7163,119.001,40.2816,0,-1,0
0, 14.0492,266.869,37.6651,0,-1,0
0, 13.7879,15.6933,33.6826,0,-1,0
0, 14.8952,183.347,33.9622,0,-1,0
0, 11.8663,37.5431,38.4447,0,-1,0
0, 12.0682,201.973,33.0019,0,-1,0
0, 12.4054,45.1756,30.0845,0,-1,0
0, 12.9474,269.518,40.4737,0,-1,0
0, 12.7241,180.192,31.2112,0,-1,0
0, 12.931,179.556,33.3491,0,-1,0
0, 13.8792,54.298,32.271,0,-1,0
0, 15.0971,66.5408,47.9329,0,-1,0
0, 13,26.255,31.2083,0,-1,0
0, 13.3333,27.014,37.8889,0,-1,0
0, 12.3825,214.476,31.7483,0,-1,0
0, 12.931,199.544,32.3491,0,-1,0
0, 15.0219,26.4422,35.1592,0,-1,0
0, 13.609,258.967,31.0298,0,-1,0
0, 12.9823,167.953,31.5433,0,-1,0
0, 13.8649,30.7566,42.7872,0,-1,0
0, 13.7132,172.175,32.5983,0,-1,0
0, 12.8824,69.2872,30.3676,0,-1,0
0, 14.8745,186.328,34.0474,0,-1,0
0, 14,344.501,35.6667,0,-1,0
0, 12.1346,223.501,32.6472,0,-1,0
0, 14.5135,101.88,45.2466,0,-1,0
0, 14.5408,59.7428,41.7187,0,-1,0
0, 13.3463,62.5515,42.395,0,-1,0
0, 13.5882,5.07248,33.1912,0,-1,0
0, 14.3114,206.043,37.0118,0,-1,0
0, 12.3017,321.233,35.0437,0,-1,0
0, 13.8,347.504,31.35,0,-1,0
0, 12.6522,350.886,32.1359,0,-1,0
0, 13.9655,348.245,31.556,0,-1,0
0, 12.7333,319.946,40.3361,0,-1,0
0, 14.8,52.5606,36.2667,0,-1,0
0, 14.0769,115.152,34.5577,0,-1,0
0, 12.4286,345.851,30.0714,0,-1,0
0, 13.8462,199.893,31.2308,0,-1,0
0, 15.0881,205.858,34.0023,0,-1,0
0, 12.4545,351.345,30.0947,0,-1,0
0, 13.8989,159.258,33.0121,0,-1,0
0, 12.6,29.1296,30.125,0,-1,0
0, 13.196,121.134,35.06,0,-1,0
0, 11.9091,217.47,31.0038,0,-1,0
0, 14,214.339,34.6667,0,-1,0
0, 13.1143,328.063,30.6036,0,-1,0
0, 11.6667,205.056,32.0278,0,-1,0
0, 14.032,146.639,40.6302,0,-1,0
0, 13.4286,261.831,40.1905,0,-1,0
0, 14.0691,4.51177,35.9124,0,-1,0
0, 13.4929,78.3569,33.8267,0,-1,0
0, 12.5625,174.55,31.1406,0,-1,0
0, 13.9294,196.531,37.6991,0,-1,0
0, 15.8455,102.473,38.5895,0,-1,0
0, 12.4545,155.885,31.0947,0,-1,0
0, 15.3333,194.732,34.7778,0,-1,0
0, 12.3458,111.809,31.0596,0,-1,0
0, 14.4545,352.449,34.8409,0,-1,0
0, 10.7426,150.317,34.6804,0,-1,0
0, 13.9324,323.154,32.6376,0,-1,0
0, 14.0098,60.5739,37.1333,0,-1,0
0, 12.6316,62.4988,33.2105,0,-1,0
0, 16.0462,68.3713,40.2278,0,-1,0
0, 12.6923,295.748,38.2596,0,-1,0
0, 12.7613,212.869,31.0126,0,-1,0
0, 13.3448,41.7878,33.7285,0,-1,0
0, 13.3603,315.117,41.5504,0,-1,0
0, 13.4,62.9232,39.8167,0,-1,0
0, 15,175.148,43.625,0,-1,0
0, 14,210.559,34.3333,0,-1,0
0, 13.1053,161.626,38.6447,0,-1,0
0, 12.452,68.0487,42.8613,0,-1,0
0, 12.6429,7.93668,37.1607,0,-1,0
0, 13.4211,57.7951,40.0658,0,-1,0
0, 14.76,276.166,36.645,0,-1,0
0, 13.0588,252.897,41.5294,0,-1,0
0, 14.1111,139.759,37.6713,0,-1,0
0, 11.625,57.7416,33.0625,0,-1,0
0, 13.32,23.3899,32.605,0,-1,0
0, 14.4706,187.139,45.8823,0,-1,0
0, 14.4545,249.072,31.8409,0,-1,0
0, 14,210.706,32,0,-1,0
0, 13.0373,2.92416,43.5331,0,-1,0
0, 16.0949,188.403,50.0903,0,-1,0
0, 14.4237,170.785,37.4369,0,-1,0
0, 14.0757,172.978,32.627,0,-1,0
0, 12.5625,355.138,40.1406,0,-1,0
